cif,formula,sgnum,sitios,atoms,elements,target,prediction
1009044,Mn3NiN,221,3,5.0,3.0,1,1
1009045,Mn3PdN,221,3,5.0,3.0,1,1
1009046,Mn3PtN,221,3,5.0,3.0,1,1
1009048,Mn3RhN,221,3,5.0,3.0,1,1
1009050,Mn3SnN,221,3,5.0,3.0,1,1
1009051,Mn3ZnN,221,3,5.0,3.0,1,1
1009074,Mn3GaN,221,3,5.0,3.0,1,1
1010072,CsAuCl3,225,4,40.0,3.0,1,3
1010118,CsHgBr3,221,3,5.0,3.0,1,1
1010119,Cs1Hg1Br2.01Cl0.99,221,3,5.0,4.0,1,1
1010120,Cs1Hg1Br0.99Cl2.01,221,3,5.0,4.0,1,1
1010122,CsCdBr3,221,3,5.0,3.0,1,1
1010123,CsCdCl3,221,3,5.0,3.0,1,1
1010145,Cs2AgAuCl6,225,4,40.0,4.0,1,1
1010322,Cs1Ag0.5Au0.5Cl3,221,3,5.0,4.0,1,1
1010323,Cs1Au1Cl3,221,3,5.0,3.0,1,1
1010406,BaCeO3,221,3,5.0,3.0,1,1
1010407,BaThO3,221,3,5.0,3.0,1,1
1010419,NaWO3,221,3,5.0,3.0,1,1
1010424,SrZrO3,221,3,5.0,3.0,1,1
1010425,SrHfO3,221,3,5.0,3.0,1,1
1010603,Co(IN2)3,225,4,40.0,3.0,1,3
1010900,CsIO3,221,3,5.0,3.0,1,1
1010902,TiCdO3,221,3,5.0,3.0,1,1
1010928,CaCO3,167,3,30.0,3.0,1,1
1011000,Na0.5Ca0.2Ce0.3Ti0.8Nb0.2O3,221,3,5.0,6.0,1,1
1011029,NaNO3,167,3,30.0,3.0,1,1
1011064,NaNbO3,221,3,5.0,3.0,1,1
1011212,Na0.3Ca0.7Ti0.7Nb0.3O3,221,3,5.0,5.0,1,1
1011228,MnCO3,167,3,30.0,3.0,1,3
1011340,LiNO3,167,3,30.0,3.0,1,1
1100063,MgNi3C,221,3,5.0,3.0,1,3
1100104,Sr4.112La3.88Mn4Co4O24,225,4,39.992,5.0,1,1
1200014,CaMg(CO3)2,148,4,30.0,4.0,1,1
1501486,Mg0.213Ti0.36Nb0.427Pb1O3,221,3,5.0,5.0,1,1
1501497,Mg0.237Ti0.29Nb0.473Pb1O3,221,3,5.0,5.0,1,1
1501507,Mg0.25Ti0.25Nb0.5Pb1O3,221,3,5.0,5.0,1,1
1507757,BaTiO3,221,3,5.0,3.0,1,1
1508503,LaAlO3,167,3,30.0,3.0,1,1
1509285,Cs2KAgF6,225,4,40.0,4.0,1,1
1509463,Mn3AgN,221,3,5.0,3.0,1,1
1510068,Ca3AuN,221,3,5.0,3.0,1,1
1510091,CsAuCl3,221,3,5.0,3.0,1,1
1510209,K3AuO,221,3,5.0,3.0,1,1
1510260,Rb3AuO,221,3,5.0,3.0,1,1
1510753,MgSn(BO3)2,148,4,30.0,4.0,1,1
1510791,Ca0.06Mn2.49Fe0.45Sn3B6O18,148,4,30.0,6.0,1,1
1511032,CeBRh3,221,3,5.0,3.0,1,1
1511090,DyBPd3,221,3,5.0,3.0,1,1
1511092,DyBRh3,221,3,5.0,3.0,1,1
1511099,Er1B1Pd1.8Rh1.2,221,3,5.0,4.0,1,1
1511100,ErBPd3,221,3,5.0,3.0,1,1
1511101,Er1B1Rh1.8Pt1.2,221,3,5.0,4.0,1,1
1511103,Sc1B0.21Rh3,221,3,4.21,3.0,1,1
1511104,ErBRh3,221,3,5.0,3.0,1,1
1511115,EuBPd3,221,3,5.0,3.0,1,1
1511116,EuBRh3,221,3,5.0,3.0,1,1
1511166,GdBPd3,221,3,5.0,3.0,1,1
1511167,GdBRh3,221,3,5.0,3.0,1,1
1511182,HoBPd3,221,3,5.0,3.0,1,1
1511183,HoBRh3,221,3,5.0,3.0,1,1
1511189,Sc3InB,221,3,5.0,3.0,1,1
1511193,Sc1B0.444Rh3,221,3,4.444,3.0,1,1
1511195,ScBIr3,221,3,5.0,3.0,1,1
1511207,LaBPd3,221,3,5.0,3.0,1,1
1511209,Er1B0.5Pd3,221,3,4.5,3.0,1,1
1511210,LaBRh3,221,3,5.0,3.0,1,1
1511218,In1Ni3.5B0.5,221,3,5.0,3.0,1,3
1511226,Ce1B0.55Rh3,221,3,4.55,3.0,1,1
1511229,LuBPd3,221,3,5.0,3.0,1,1
1511230,LuBRh3,221,3,5.0,3.0,1,1
1511233,Ce1B0.6Pd3,221,3,4.6,3.0,1,1
1511260,NdBPd3,221,3,5.0,3.0,1,1
1511263,NdBRh3,221,3,5.0,3.0,1,1
1511293,Sc3BPb,221,3,5.0,3.0,1,1
1511296,PrBPd3,221,3,5.0,3.0,1,1
1511297,SmBPd3,221,3,5.0,3.0,1,1
1511299,TbBPd3,221,3,5.0,3.0,1,1
1511300,TmBPd3,221,3,5.0,3.0,1,1
1511301,YbBPd3,221,3,5.0,3.0,1,1
1511303,PrBRh3,221,3,5.0,3.0,1,1
1511312,ScBRh3,221,3,5.0,3.0,1,1
1511315,TbBRh3,221,3,5.0,3.0,1,1
1511316,TmBRh3,221,3,5.0,3.0,1,1
1511318,U1B0.8Rh3,221,3,4.8,3.0,1,1
1511319,YBRh3,221,3,5.0,3.0,1,1
1511324,Sc3SnB,221,3,5.0,3.0,1,1
1511325,Sc3TlB,221,3,5.0,3.0,1,1
1511379,Th1B0.9Ru3,221,3,4.9,3.0,1,1
1511434,Er1B0.98Rh3,221,3,4.98,3.0,1,1
1512117,SrVO3,221,3,5.0,3.0,1,1
1512124,SrTiO3,221,3,5.0,3.0,1,1
1513303,Ba2FeReO6,225,4,40.0,4.0,1,1
1517795,Ca3.0042Mg2.9958C6O18,148,4,30.0,4.0,1,1
1518171,K2NaCrF6,225,4,40.0,4.0,1,1
1518172,Rb2NaFeF6,225,4,40.0,4.0,1,1
1518173,KRb2FeF6,225,4,40.0,4.0,1,1
1519044,Ba0.92Sr0.28La0.48Pr2.32Mn4O12,74,4,20.0,6.0,1,1
1520833,La1.52Nd2.48Ga4O12,62,4,20.0,4.0,1,1
1520836,La0.84Nd3.16Ga4O12,62,4,20.0,4.0,1,1
1520874,K2.4Sr1.6Bi4O12,140,4,20.0,4.0,1,1
1520877,K2.4Sr1.6Bi4O11.36,140,4,19.36,4.0,1,1
1520878,K2.4Sr1.6Bi4O10.64,140,4,18.64,4.0,1,1
1520879,K2.4Sr1.6Bi4O10.48,140,4,18.48,4.0,1,1
1520880,K2.4Sr1.6Bi4O10.12,140,4,18.12,4.0,1,1
1520883,Ba0.8Fe0.8Bi0.4O2.601,221,3,4.601,4.0,1,1
1520884,Ba0.71Fe0.86Bi0.43O2.6451,221,3,4.646,4.0,1,1
1520885,Ba1Fe0.67Bi0.33O2.499,221,3,4.499,4.0,1,1
1520890,Ba0.7Fe0.9Bi0.4O2.67,221,3,4.67,4.0,1,1
1520894,Sr0.667Pr0.333Fe1O2.679,221,3,4.678999999999999,4.0,1,1
1520896,Sr4.002Pr1.998Fe6O17.658,167,3,29.658,4.0,1,1
1520908,Sr0.8Pr3.2Co4O12,62,4,20.0,4.0,1,1
1520912,Sr0.8Pr3.2Fe4O12,62,4,20.0,4.0,1,1
1520948,Ba0.2La3.8Mn4O12,62,4,20.0,4.0,1,1
1520949,Ba0.3La3.7Mn4O12,62,4,20.0,4.0,1,1
1520951,Ba0.9La5.1Mn6O18,167,3,30.0,4.0,1,1
1520952,Ba1.35La4.65Mn6O18,167,3,30.0,4.0,1,1
1521008,ScTa(PbO3)2,225,4,40.0,4.0,1,1
1521035,Sr1.08Ca2.92V4O12,140,4,20.0,4.0,1,1
1521040,Sr0.44Ca3.56V4O12,62,4,20.0,4.0,1,1
1521046,Sr0.8Ca3.2V4O12,62,4,20.0,4.0,1,1
1521048,Sr1.68Ca2.32V4O12,140,4,20.0,4.0,1,1
1521059,BaCeO3,62,4,20.0,3.0,1,1
1521063,BaCeO3,167,3,30.0,3.0,1,3
1521093,SrSnO3,62,4,20.0,3.0,1,1
1521096,Ca1.32La2.6Mn4O11.9,62,4,19.824,4.0,1,1
1521097,Ca1.4La2.52Mn4O11.6F0.2,62,4,19.72,5.0,1,1
1521098,Ca1.6La2.4Mn4O11.096F0.696,62,4,19.792,5.0,1,1
1521100,Sr1.32Nd2.68Mn4O12,62,4,20.0,4.0,1,1
1521103,Sr1.18Ca0.468Nd2.352Mn4O10.976F0.904,62,4,19.88,6.0,1,1
1521105,La4.2Mn5.4Fe0.6Pb1.8O18,167,3,30.0,5.0,1,1
1521106,La4.2Mn5.4Ni0.6Pb1.8O18,167,3,30.0,5.0,1,1
1521114,SrNbO3,62,4,20.0,3.0,1,1
1521126,Ca1.6La2.4Mn4O12,62,4,20.0,4.0,1,1
1521134,Sr0.76Ca3.24V4O12,62,4,20.0,4.0,1,1
1521154,Ca1.2La2.8Mn4O12,62,4,20.0,4.0,1,1
1521155,Ca0.8La3.2Mn4O12,62,4,20.0,4.0,1,1
1521156,Sr1.8La4.2Mn6O18,167,3,30.0,4.0,1,1
1521175,PrAlO3,167,3,30.0,3.0,1,1
1521178,NdAlO3,167,3,30.0,3.0,1,1
1521187,LaGaO3,167,3,30.0,3.0,1,1
1521246,Na0.6Sr0.4Ta1O3,221,3,5.0,4.0,1,1
1521248,Na0.7Sr0.3Ta1O3,221,3,5.0,4.0,1,1
1521267,Ba0.256Sr0.744Ti1O3,221,3,5.0,4.0,1,1
1521268,Ba0.2496Sr0.7488Zr0.2832Ti0.7152O3,221,3,4.997,5.0,1,1
1521269,Ba0.272Sr0.728Zr0.4032Ti0.5968O3,221,3,5.0,5.0,1,1
1521270,Ba1.0496Sr2.9504Zr2.0512Ti1.9488O12,74,4,20.0,5.0,1,1
1521273,Ba1.076Sr2.924Zr3.6032Ti0.3968O12,62,4,20.0,5.0,1,1
1521274,Ba1.0688Sr2.9312Zr3.9168Ti0.0832O12,62,4,20.0,5.0,1,1
1521330,Na2.728Ce1.272Ti3.336Nb0.664O12,62,4,20.0,5.0,1,1
1521331,Na2.528Ce1.472Ti3.648Nb0.352O12,140,4,20.0,5.0,1,1
1521332,Na2.144Sr1.02Ce0.836Ti3.776Nb0.224O12,127,4,10.0,6.0,1,1
1521335,Sr0.4La1.6Mn2O5.802,167,3,29.406,4.0,1,3
1521336,Sr0.4La3.6Mn4O11.7996,62,4,19.796,4.0,1,1
1521342,Ba1.152Sr2.848Zr3.8064Ta0.0416Ti0.152O12,62,4,20.0,6.0,1,1
1521361,La4Mn2Ru2O11.97,62,4,19.976,4.0,1,1
1521362,La3.9184Mn1.9592Ru1.9592O12,62,4,19.84,4.0,1,1
1521385,NaTaO3,62,4,20.0,3.0,1,1
1521386,NaTaO3,127,4,10.0,3.0,1,1
1521390,SrHfO3,62,4,20.0,3.0,1,1
1521435,D3LiEu,221,3,5.0,3.0,1,1
1521457,La4Mg2.816Nb1.184O12,62,4,20.0,4.0,1,1
1521646,CaNCl3,62,4,20.0,3.0,1,3
1521712,Ba1Ce0.1Zr0.9O3,221,3,5.0,4.0,1,1
1521713,Ba6Ce2.4Zr3.6O18,167,3,30.0,4.0,1,1
1521714,Ba4Ce3.2Zr0.8O12,74,4,20.0,4.0,1,1
1521716,Ba6Ce4.8Zr1.2O18,167,3,30.0,4.0,1,1
1521720,Ba0.5La0.5Fe0.5Cu0.5O2.67,221,3,4.67,5.0,1,1
1521721,Ba8Bi2.668Te4O24,225,4,38.668,4.0,1,1
1521739,Sm4Co0.12Ni3.88O12,62,4,20.0,4.0,1,1
1521740,Sm4Co1.2Ni2.8O12,62,4,20.0,4.0,1,1
1521741,Sm2CoNiO6,62,4,20.0,4.0,1,1
1521742,Sm4Co2.8Ni1.2O12,62,4,20.0,4.0,1,1
1521743,Sm4Co3.6Ni0.4O12,62,4,20.0,4.0,1,1
1521744,SmCoO3,62,4,20.0,3.0,1,1
1521746,Sc0.48Nb0.52Pb1O3,221,3,5.0,4.0,1,1
1521771,NaNiF3,62,4,20.0,3.0,1,1
1521772,LiNbO3,167,3,30.0,3.0,1,1
1521793,Sr1.02La4.32Mn6O15.498F1.998,167,3,28.836,5.0,1,1
1521797,Sr2.1La3.798Mn6O11.808F5.796,167,3,29.502,5.0,1,1
1521799,Sr2.6La1.3Mn4O9.52F2.296,62,4,19.715999999999998,5.0,1,1
1521801,Sr2.6La1.12Mn4O9.296F2.48,62,4,19.496,5.0,1,1
1521803,Sr2.8La1.1Mn4O8.72F3.096,62,4,19.715999999999998,5.0,1,1
1521815,Sr0.96Ca0.04Ti1O3,221,3,5.0,4.0,1,1
1521817,Sr3Ca0.98Ti4O12,62,4,19.98,4.0,1,1
1521818,Sr1.996Ca1.976Ti4O11.96,62,4,19.932000000000002,4.0,1,1
1521819,Na0.6La5.4Mn6O18,167,3,30.0,4.0,1,1
1521843,Ba8Fe3.68Mo3.72O22.7592,225,4,38.152,4.0,1,1
1521844,Ba4Sr4Fe3.8Mo3.88O23.352,225,4,39.032,5.0,1,1
1521847,Sr8Fe3.88Mo3.76O23.232,225,4,38.872,4.0,1,1
1521850,La6Ti0.6Ni5.4O18,167,3,30.0,4.0,1,1
1521851,La2TiNiO6,62,4,20.0,4.0,1,1
1521853,D3NaMg,62,4,20.0,3.0,1,3
1521854,NaMgF3,62,4,20.0,3.0,1,1
1521880,La2.4Eu1.6Ni4O12,62,4,20.0,4.0,1,1
1521881,La1.6Eu2.4Ni4O12,62,4,20.0,4.0,1,1
1521882,La0.8Eu3.2Ni4O12,62,4,20.0,4.0,1,1
1521888,La2MnRhO6,62,4,20.0,4.0,1,1
1522003,La1.912Mn1.53Cr0.382O6,167,3,29.471999999999998,4.0,1,3
1522005,Ba2YbTaO6,225,4,40.0,4.0,1,1
1522035,SrTbO3,62,4,20.0,3.0,1,1
1522062,Ba0.6La0.4In1O2.7,221,3,4.7,4.0,1,1
1522066,Ba1In0.65Ga0.35O2.4999,221,3,4.499,4.0,1,1
1522088,Ba0.829Sr0.171Ce0.11Ti0.89O3,221,3,5.0,5.0,1,1
1522090,Ba0.592Sr0.408Ti1O3,221,3,5.0,4.0,1,1
1522096,La2.92Nd1.08Ga4O12,62,4,20.0,4.0,1,1
1522097,La2.52Nd1.48Ga4O12,62,4,20.0,4.0,1,1
1522098,La2.24Nd1.76Ga4O12,62,4,20.0,4.0,1,1
1522099,La1.88Nd2.12Ga4O12,62,4,20.0,4.0,1,1
1522129,Ba0.93Mg0.21Ti0.79O2.97,221,3,4.9,4.0,1,1
1522258,Cs2KMnF6,225,4,40.0,4.0,1,1
1522293,Sr1Nb0.5Co0.5O3,221,3,5.0,4.0,1,1
1522299,Ba1Nb0.5Co0.5O3,221,3,5.0,4.0,1,1
1523227,Ti3.2Hg0.8N1,221,3,5.0,3.0,1,1
1523788,Nd3GaN,221,3,5.0,3.0,1,1
1524091,HoVO3,62,4,20.0,3.0,1,1
1524483,Sr8Cr5.36W2.64O24,225,4,40.0,4.0,1,1
1524853,SmAlO3,62,4,20.0,3.0,1,1
1525461,Ca3SnO,221,3,5.0,3.0,1,1
1525462,Ca3PbO,221,3,5.0,3.0,1,1
1525463,Sr3PbO,221,3,5.0,3.0,1,1
1525465,Ba3SnO,221,3,5.0,3.0,1,1
1525549,Sr1Ti0.1Fe0.9O2.949,221,3,4.949,4.0,1,1
1525550,Sr1Ti0.5Fe0.5O2.901,221,3,4.901,4.0,1,1
1525559,La1.56Pr2.44Ga4O12,62,4,20.0,4.0,1,1
1525560,La0.76Pr3.24Ga4O12,62,4,20.0,4.0,1,1
1525561,Sr0.04La3.96Ga4O12,62,4,20.0,4.0,1,1
1525562,Sr0.16La3.84Ga4O12,62,4,20.0,4.0,1,1
1525563,Sr0.24La3.76Ga4O12,62,4,20.0,4.0,1,1
1525564,Sr0.4La3.6Ga4O12,62,4,20.0,4.0,1,1
1525565,Sr0.48La3.52Ga4O12,74,4,20.0,4.0,1,1
1525587,Sr2CrMoO6,225,4,40.0,4.0,1,1
1525588,Sr2FeMoO6,225,4,40.0,4.0,1,1
1525607,Ca1.2La0.7Pr2.1Mn4O12,62,4,20.0,5.0,1,1
1525673,CsPbF3,221,3,5.0,3.0,1,1
1525688,TbMnO3,62,4,20.0,3.0,1,1
1525689,CaTb3Mn4O12,62,4,20.0,4.0,1,1
1525691,Ca0.6Tb3.4Mn4O12,62,4,20.0,4.0,1,1
1525693,Ca2.6Tb1.4Mn4O12,62,4,20.0,4.0,1,1
1525694,Ca3.4Tb0.6Mn4O12,62,4,20.0,4.0,1,1
1525700,Na4Mg4H7.328F4.672,62,4,20.0,4.0,1,1
1525701,NaMgH3,62,4,20.0,3.0,1,1
1525709,K0.38Ba0.62Bi1O3,221,3,5.0,4.0,1,1
1525710,K1.4Ba2.6Bi4O12,140,4,20.0,4.0,1,1
1525765,Ba2YReO6,225,4,40.0,4.0,1,1
1525810,Sr1.8Ca0.6La3.6Mn6O18,167,3,30.0,5.0,1,1
1525812,Sr1.2Ca1.2La3.6Mn6O18,167,3,30.0,5.0,1,1
1525814,Sr0.4Ca1.2La2.4Mn4O12,62,4,20.0,5.0,1,1
1525828,Cs2NaBiF6,225,4,40.0,4.0,1,1
1525830,Cs2KBiF6,225,4,40.0,4.0,1,1
1525832,Cs2RbBiF6,225,4,40.0,4.0,1,1
1525836,Rb2NaBiF6,225,4,40.0,4.0,1,1
1525837,KRb2BiF6,225,4,40.0,4.0,1,1
1525854,SrLa(CoO3)2,167,3,30.0,4.0,1,1
1525856,K0.48La4.98Mn6O17.154,167,3,28.614,4.0,1,1
1525885,Ca2Tb2Mn4O11.964,62,4,19.964000000000002,4.0,1,1
1525887,Ca2.2Tb1.8Mn4O11.892,62,4,19.892,4.0,1,1
1525890,Sr11.256Ta4.744O21.84,225,4,37.84,3.0,1,1
1525928,Na1.32Nd2.66Ti2.68Mn1.32O12,62,4,19.98,5.0,1,1
1525931,Na1.332Pr2.668Ti2.668Mn1.332O12,62,4,20.0,5.0,1,1
1525934,Na1.1Nd2.9Ti2.9Mn1.1O12,62,4,20.0,5.0,1,1
1525936,Ca3.6Sm0.4Mn4O12,62,4,20.0,4.0,1,1
1525938,Sr0.9Pr0.1Mn1O3,221,3,5.0,4.0,1,1
1525940,Sr3.6Pr0.4Mn4O12,140,4,20.0,4.0,1,1
1525946,Ca4Ti2.8Fe1.2O11.4,62,4,19.4,4.0,1,1
1525991,Ca2.48La1.52Mg0.76Ti3.24O12,62,4,20.0,5.0,1,1
1526001,Sr0.2Pr3.8Ni4O12,62,4,20.0,4.0,1,1
1526040,DyMnO3,62,4,20.0,3.0,1,1
1526052,Ba4In0.8Bi3.2O12,74,4,20.0,4.0,1,1
1526054,Ba2InBiO6,140,4,20.0,4.0,1,1
1526056,Ba2BiSbO6,148,4,30.0,4.0,1,1
1526058,Ba4Bi0.6Sb0.6Pb2.8O12,140,4,20.0,5.0,1,1
1526086,Pr3.608Mn3.968O12,62,4,19.576,3.0,1,1
1526176,LaCrO3,62,4,20.0,3.0,1,1
1526178,LaCrO3,167,3,30.0,3.0,1,1
1526203,Ba8Y3.2Cu1.6Mo3.2O24,225,4,40.0,5.0,1,1
1526238,La3.712Mn4O12,62,4,19.712,3.0,1,1
1526240,La3.704Mn3.6Cu0.4O11.92,62,4,19.624000000000002,4.0,1,1
1526241,La4Mn2.8Cu1.2O12,62,4,20.0,4.0,1,1
1526243,La3.984Mn2.4Cu1.6O12,62,4,19.984,4.0,1,1
1526256,Sr1Fe0.6667Te0.3333O3,221,3,5.0,4.0,1,1
1526319,CaLaVFeO6,225,4,40.0,5.0,1,1
1526321,SrLaVFeO6,225,4,40.0,5.0,1,1
1526365,Ba0.5La0.5Mn0.5Ru0.5O3,221,3,5.0,5.0,1,1
1526367,CaLaMnRuO6,62,4,20.0,5.0,1,1
1526369,SrCaTi2O6,62,4,20.0,4.0,1,1
1526399,Ca1.88La2.12Mn4O12,62,4,20.0,4.0,1,1
1526405,Na1.32La3.99Ti4.68Mn1.32O18,167,3,29.31,5.0,1,1
1526420,Li0.5La0.5Ti1O3,221,3,5.0,4.0,1,1
1526441,SmFeO3,62,4,20.0,3.0,1,1
1526443,La0.8Sm3.2Fe4O12,62,4,20.0,4.0,1,1
1526445,La1.6Sm2.4Fe4O12,62,4,20.0,4.0,1,1
1526449,La3.2Sm0.8Fe4O12,62,4,20.0,4.0,1,1
1526450,LaFeO3,62,4,20.0,3.0,1,1
1526453,Na1.6Sr0.4Ta2O6,127,4,10.0,4.0,1,1
1526454,Na3.6Sr0.4Ta4O12,62,4,20.0,4.0,1,1
1526571,Sr2ScBiO6,225,4,40.0,4.0,1,1
1526628,K0.4Ba0.6Bi1O3,221,3,5.0,4.0,1,1
1526633,TlFeO3,62,4,20.0,3.0,1,1
1526667,Ba8Ca3.14Nb4.86O23.52,225,4,39.52,4.0,1,1
1526741,Sr0.4Ca3.6Fe4O12,62,4,20.0,4.0,1,1
1526743,Sr0.8Ca3.2Fe4O12,62,4,20.0,4.0,1,1
1526745,Sr1.6Ca2.4Fe4O12,62,4,20.0,4.0,1,1
1526747,Sr0.8Ca0.2Fe1O3,221,3,5.0,4.0,1,1
1526751,CaFeO3,62,4,20.0,3.0,1,1
1526757,Ba6Ce4.8Y1.2O17.406,167,3,29.406,4.0,1,1
1526765,Ba6Ce4.5Y1.5O17.244,167,3,29.244,4.0,1,1
1526781,La3.92Mn3.528V0.392O12,62,4,19.84,4.0,1,1
1526783,La3.96Mn3.168V0.792O12,62,4,19.92,4.0,1,1
1526785,La3.92Mn2.744V1.176O12,62,4,19.84,4.0,1,1
1526787,La2MnVO6,62,4,20.0,4.0,1,1
1526789,La3.96Mn1.188V2.772O12,62,4,19.92,4.0,1,1
1526790,La3.96Mn0.792V3.168O12,62,4,19.92,4.0,1,1
1526798,Sr2NbFeO6,62,4,20.0,4.0,1,1
1526800,Ba2NbFeO6,225,4,40.0,4.0,1,1
1526868,La4.38Nd1.62Ga6O18,167,3,30.0,4.0,1,1
1526869,LaGaO3,62,4,20.0,3.0,1,1
1526870,La3.52Nd0.48Ga4O12,62,4,20.0,4.0,1,1
1526871,La3.2Nd0.8Ga4O12,62,4,20.0,4.0,1,1
1526872,La3.6Sm0.4Ga4O12,62,4,20.0,4.0,1,1
1526873,La3.32Sm0.68Ga4O12,62,4,20.0,4.0,1,1
1526874,La2.8Sm1.2Ga4O12,62,4,20.0,4.0,1,1
1526875,La5.4Sm0.6Ga6O18,167,3,30.0,4.0,1,1
1526932,Sr1W1N1.308O1.689,221,3,4.997,4.0,1,1
1527016,Ba1In0.7Ga0.3O2.499,221,3,4.499,4.0,1,1
1527017,Ba1In0.6Ga0.4O2.499,221,3,4.499,4.0,1,1
1527018,Ba1In0.55Ga0.45O2.499,221,3,4.499,4.0,1,1
1527030,LaPrCr2O6,62,4,20.0,4.0,1,1
1527036,Ca3.2Ho0.8Mn4O12,62,4,20.0,4.0,1,1
1527062,Cr2Se3,148,4,30.0,2.0,1,1
1527230,Ca3BiN,221,3,5.0,3.0,1,1
1527231,Ca3GeN,221,3,5.0,3.0,1,1
1527232,Ca3PN,221,3,5.0,3.0,1,1
1527337,Ca0.2La3.8Mn4O12,62,4,20.0,4.0,1,1
1527340,Ba0.4La3.6Ti0.4Mn3.6O12,62,4,20.0,5.0,1,1
1527341,Ba0.5La3.5Ti0.5Mn3.5O12,62,4,20.0,5.0,1,1
1527438,Ba7.96Ho0.56U2.64Fe4.76O24,225,4,39.92,5.0,1,1
1527439,Ba8.04Ho1.04U2.64Fe4.2O24,225,4,39.92,5.0,1,1
1527440,Ba8Ho1.6U2.64Fe3.68O24,225,4,39.92,5.0,1,1
1527441,Ba7.96Ho2.16U2.64Fe3.16O24,225,4,39.92,5.0,1,1
1527443,Ba8.04Ho3.16U2.64Fe2.12O24,225,4,39.96,5.0,1,1
1527530,Cs3CeF6,225,4,40.0,3.0,1,1
1527533,CsHgF3,221,3,5.0,3.0,1,1
1527534,RbHgF3,221,3,5.0,3.0,1,1
1527538,Cs2TlMoF6,225,4,40.0,4.0,1,1
1527539,KRb2MoF6,225,4,40.0,4.0,1,1
1527540,Rb2NaMoF6,225,4,40.0,4.0,1,1
1527541,KTl2MoF6,225,4,40.0,4.0,1,1
1527542,NaTl2MoF6,225,4,40.0,4.0,1,1
1527747,NaIO3,62,4,20.0,3.0,1,3
1527962,PrMnO3,62,4,20.0,3.0,1,1
1528128,BaPbO3,74,4,20.0,3.0,1,1
1528296,Sr1Fe0.6Co0.4O2.5599,221,3,4.559,4.0,1,1
1528297,Sr1Fe0.4Co0.6O2.5599,221,3,4.559,4.0,1,1
1528304,Sr1.896La1.896Ti2Mn2O12,62,4,19.792,5.0,1,1
1528345,Na0.8V4Cd3.2O12,62,4,20.0,4.0,1,1
1528357,Nd2.8Mn4Pb1.2O12,62,4,20.0,4.0,1,1
1528358,Nd2.8Mn3.6Fe0.4Pb1.2O12,62,4,20.0,5.0,1,1
1528360,Sr0.2Gd3.8Fe4O12,62,4,20.0,4.0,1,1
1528362,Sr0.667Gd0.333Fe1O2.9001,221,3,4.901,4.0,1,1
1528363,Sr0.875Gd0.125Fe1O2.9499,221,3,4.949,4.0,1,1
1528380,K11.604Al4O0.408F23.592,225,4,39.604,4.0,1,1
1528410,Sr2MnSbO6,225,4,40.0,4.0,1,1
